,edgeid,coords
161,"(369254658, 369254672)","[(1.7054912, 41.350853), (1.7055345, 41.350826), (1.7055883, 41.3508132), (1.7056445, 41.3508164)]"
162,"(369254658, 369254643)","[(1.7054912, 41.350853), (1.7054713, 41.3508769), (1.7054602, 41.3509038), (1.7054584, 41.3509319)]"
163,"(369254672, 2197678708)","[(1.7056445, 41.3508164), (1.7056955, 41.3508355), (1.705733, 41.3508678), (1.7057514, 41.3509084)]"
164,"(369254672, 369254658)","[(1.7056445, 41.3508164), (1.7055883, 41.3508132), (1.7055345, 41.350826), (1.7054912, 41.350853)]"
165,"(369254672, 795816190)","[(1.7056445, 41.3508164), (1.7057763, 41.3507526), (1.7062557, 41.3505005)]"
166,"(369254704, 5487300026)",
167,"(369254704, 2197678708)","[(1.7056998, 41.351008), (1.7057318, 41.3509798), (1.7057497, 41.3509454), (1.7057514, 41.3509084)]"
168,"(369254704, 312212829)","[(1.7056998, 41.351008), (1.7056495, 41.3510286), (1.7055926, 41.3510333)]"
169,"(369254707, 795816251)",
170,"(369254707, 1653465387)",
171,"(369254707, 1653465289)",
172,"(369254707, 1653464976)","[(1.7024694, 41.3475837), (1.7014401, 41.3463656), (1.7012239, 41.3461164)]"
173,"(369254715, 1653465091)",
174,"(369254715, 1653465040)",
175,"(369254715, 1650980531)","[(1.7042664, 41.3464405), (1.7041395, 41.3463799), (1.7038751, 41.3463273)]"
176,"(369254720, 369254724)",
177,"(369254720, 369266991)",
178,"(369254720, 1650980531)","[(1.702512, 41.3460356), (1.7026208, 41.3460583), (1.7038751, 41.3463273)]"
179,"(369254724, 369254720)",
180,"(369254724, 369254728)",
181,"(369254724, 1650980529)",
182,"(369254724, 1650980531)","[(1.702782, 41.3456458), (1.7039481, 41.3461343), (1.7038751, 41.3463273)]"
183,"(369254728, 369254724)",
184,"(369254728, 369254743)","[(1.7031703, 41.3451566), (1.7030903, 41.3451005), (1.702618, 41.3445218), (1.7026099, 41.3444334)]"
185,"(369254728, 369254743)","[(1.7031703, 41.3451566), (1.703195, 41.345061), (1.7030896, 41.3449216), (1.7027365, 41.3444847), (1.7026099, 41.3444334)]"
186,"(369254743, 369254748)",
187,"(369254743, 369254728)","[(1.7026099, 41.3444334), (1.702618, 41.3445218), (1.7030903, 41.3451005), (1.7031703, 41.3451566)]"
188,"(369254743, 369254728)","[(1.7026099, 41.3444334), (1.7027365, 41.3444847), (1.7030896, 41.3449216), (1.703195, 41.345061), (1.7031703, 41.3451566)]"
189,"(369254748, 369254743)",
190,"(369254748, 1650980524)",
191,"(369254748, 1650980529)","[(1.7018487, 41.3439503), (1.7018308, 41.3449088), (1.7018263, 41.3451498)]"
192,"(369254748, 6973617563)","[(1.7018487, 41.3439503), (1.7018542, 41.3432486), (1.7018553, 41.3431137)]"
193,"(369254758, 5317331726)",
194,"(369254758, 369254762)",
195,"(369254758, 1653464639)",
196,"(369254758, 489649234)","[(1.7023945, 41.3428962), (1.7020926, 41.3425297), (1.7018815, 41.3422764)]"
197,"(369254762, 1653464658)",
198,"(369254762, 369254758)",
199,"(369254762, 5317331725)",
200,"(369254768, 1653464658)",
201,"(369254768, 1653464622)",
202,"(369254768, 1653464669)",
203,"(369254768, 1653464619)",
204,"(369254775, 5476720295)",
205,"(369254775, 4051842358)",
206,"(369254775, 7141602090)","[(1.7028564, 41.3406555), (1.7028471, 41.3407436), (1.7028207, 41.3407832)]"
207,"(369254775, 5476711831)","[(1.7028564, 41.3406555), (1.7027978, 41.3406782), (1.7027267, 41.3407875), (1.7026992, 41.3408615)]"
208,"(369254780, 5476720397)",
209,"(369254780, 369254786)","[(1.7040946, 41.3388317), (1.7040819, 41.3388108), (1.7040748, 41.3387885)]"
210,"(369254780, 4051842357)","[(1.7040946, 41.3388317), (1.7041291, 41.338863), (1.7041756, 41.3388838), (1.7042286, 41.3388918)]"
211,"(369254786, 369254790)","[(1.7040748, 41.3387885), (1.7040744, 41.3387575), (1.7040846, 41.3387275)]"
212,"(369254786, 369254780)","[(1.7040748, 41.3387885), (1.7040819, 41.3388108), (1.7040946, 41.3388317)]"
213,"(369254786, 5476720390)","[(1.7040748, 41.3387885), (1.7039427, 41.3387362), (1.7038579, 41.3387491), (1.7038189, 41.3387629)]"
214,"(369254790, 2197419957)","[(1.7040846, 41.3387275), (1.7040114, 41.3387208), (1.703956, 41.3386874), (1.7039005, 41.3386521)]"
215,"(369254790, 2102849809)","[(1.7040846, 41.3387275), (1.7041117, 41.3386937), (1.704152, 41.3386683)]"
216,"(369254790, 369254786)","[(1.7040846, 41.3387275), (1.7040744, 41.3387575), (1.7040748, 41.3387885)]"
217,"(369254800, 5476720302)",
218,"(369254800, 369254815)","[(1.7043697, 41.3387092), (1.7043887, 41.3387437), (1.7043927, 41.3387809), (1.7043813, 41.3388173), (1.7043555, 41.3388492), (1.7043179, 41.3388737)]"
219,"(369254800, 5476720398)","[(1.7043697, 41.3387092), (1.7043425, 41.3386841), (1.7043074, 41.3386654), (1.7042669, 41.3386544), (1.7042239, 41.3386519)]"
220,"(369254815, 796751044)","[(1.7043179, 41.3388737), (1.7044539, 41.3390196), (1.7045514, 41.3391243)]"
221,"(369254815, 369254800)","[(1.7043179, 41.3388737), (1.7043555, 41.3388492), (1.7043813, 41.3388173), (1.7043927, 41.3387809), (1.7043887, 41.3387437), (1.7043697, 41.3387092)]"
222,"(369254815, 4051842357)","[(1.7043179, 41.3388737), (1.7042751, 41.3388877), (1.7042286, 41.3388918)]"
223,"(369266991, 1650980529)",
224,"(369266991, 369254720)",
225,"(369266991, 361495241)","[(1.7017428, 41.345843), (1.7015244, 41.3457979), (1.7012787, 41.3457482)]"
226,"(374325044, 5476720302)",
227,"(374325044, 5476720567)",
228,"(374325044, 1653464397)",
229,"(386507277, 386583476)",
230,"(386507277, 446285158)","[(1.6918993, 41.3396342), (1.6918979, 41.3395942), (1.6918791, 41.3395543)]"
231,"(386507277, 386507755)","[(1.6918993, 41.3396342), (1.6918744, 41.3396712), (1.6918374, 41.3397022), (1.6917958, 41.3397239), (1.6917528, 41.3397396)]"
232,"(386507288, 8227534603)","[(1.6908283, 41.3448978), (1.6904897, 41.3448531), (1.6900933, 41.3447372), (1.6899144, 41.3446659)]"
233,"(386507288, 2197593790)","[(1.6908283, 41.3448978), (1.6908369, 41.3447055), (1.6908197, 41.3445018), (1.6906677, 41.3439323)]"
234,"(386507288, 8333962800)","[(1.6908283, 41.3448978), (1.6908799, 41.3449965), (1.6908534, 41.3454039), (1.6908322, 41.3456364), (1.690819, 41.3457806)]"
235,"(386507288, 1653464802)","[(1.6908283, 41.3448978), (1.6912765, 41.3448604), (1.6917384, 41.3447301), (1.6921877, 41.3445753)]"
236,"(386507288, 386583689)","[(1.6908283, 41.3448978), (1.6907969, 41.3449982), (1.6907714, 41.3454081)]"
237,"(386507445, 688027985)",
238,"(386507511, 5031436304)",
239,"(386507511, 5031436317)",
240,"(386507511, 1650980447)","[(1.6905574, 41.3390413), (1.6904743, 41.3389739), (1.6901998, 41.3387479), (1.6891475, 41.3380953)]"
241,"(386507528, 4592735246)","[(1.6896178, 41.3492538), (1.6897258, 41.3491725), (1.6897534, 41.3491306), (1.6898238, 41.3490292)]"
242,"(386507528, 2099886721)","[(1.6896178, 41.3492538), (1.6884015, 41.3498373), (1.6882291, 41.3499391)]"
243,"(386507528, 1705261972)","[(1.6896178, 41.3492538), (1.6898308, 41.3492088), (1.6899786, 41.3492037)]"
244,"(386507573, 386508032)",
245,"(386507573, 688027985)","[(1.6827904, 41.334797), (1.6825457, 41.3345317), (1.6824332, 41.3342249), (1.6824222, 41.3340976), (1.6824149, 41.3339202)]"
246,"(386507573, 312213338)","[(1.6827904, 41.334797), (1.6824802, 41.3346673), (1.6822398, 41.3346237), (1.6795034, 41.3344774), (1.6780647, 41.3344245), (1.6778811, 41.3343711)]"
247,"(386507580, 5031436310)","[(1.6907585, 41.339238), (1.690687, 41.3392513), (1.6906287, 41.3392763), (1.6905587, 41.3393226), (1.6904803, 41.3393927), (1.6904036, 41.3394428), (1.6903153, 41.3394803), (1.6902136, 41.3395066), (1.6900962, 41.3395221)]"
248,"(386507580, 5031436317)","[(1.6907585, 41.339238), (1.6906741, 41.3392071), (1.690608, 41.339157), (1.6905678, 41.3390934)]"
249,"(386507580, 386583467)","[(1.6907585, 41.339238), (1.6908272, 41.3392463), (1.6908965, 41.3392416)]"
250,"(386507693, 2099886487)","[(1.6842681, 41.3349836), (1.684094, 41.3350379), (1.6839198, 41.3350659), (1.6837115, 41.3350758)]"
251,"(386507701, 386507769)","[(1.690372, 41.3474872), (1.6904489, 41.347317), (1.6905074, 41.3471065), (1.6906554, 41.3464525), (1.6907076, 41.3459201)]"
252,"(386507701, 2080093833)","[(1.690372, 41.3474872), (1.6904013, 41.3474991), (1.6904268, 41.347515)]"
253,"(386507701, 2080093835)","[(1.690372, 41.3474872), (1.6903187, 41.3474779), (1.6902642, 41.347482), (1.6902143, 41.3474991), (1.6901746, 41.3475274), (1.6901491, 41.3475638), (1.6901408, 41.3476045), (1.6901504, 41.347645), (1.6901769, 41.3476809)]"
254,"(386507733, 6689497072)","[(1.691669, 41.3397321), (1.6915492, 41.3398371), (1.6914569, 41.3399766)]"
255,"(386507733, 386507874)","[(1.691669, 41.3397321), (1.6916261, 41.3397112), (1.6915765, 41.3396848), (1.6914692, 41.3396158)]"
256,"(386507733, 386507755)","[(1.691669, 41.3397321), (1.6917096, 41.3397414), (1.6917528, 41.3397396)]"
257,"(386507755, 386583476)",
258,"(386507755, 386507733)","[(1.6917528, 41.3397396), (1.6917096, 41.3397414), (1.691669, 41.3397321)]"
259,"(386507755, 386507277)","[(1.6917528, 41.3397396), (1.6917958, 41.3397239), (1.6918374, 41.3397022), (1.6918744, 41.3396712), (1.6918993, 41.3396342)]"
260,"(386507769, 8333962799)",
261,"(386507769, 386583625)","[(1.6907076, 41.3459201), (1.690593, 41.3459188), (1.6903207, 41.3458906), (1.6900234, 41.345847), (1.6893115, 41.3456659)]"
262,"(386507769, 386507701)","[(1.6907076, 41.3459201), (1.6906554, 41.3464525), (1.6905074, 41.3471065), (1.6904489, 41.347317), (1.690372, 41.3474872)]"
263,"(386507859, 446285149)","[(1.690945, 41.3388429), (1.6910053, 41.3387869), (1.6916727, 41.3381889)]"
264,"(386507859, 386583457)","[(1.690945, 41.3388429), (1.691008, 41.3388704), (1.6910594, 41.3389093)]"
265,"(386507859, 386507898)","[(1.690945, 41.3388429), (1.6908792, 41.338829), (1.6908108, 41.3388275)]"
266,"(386507874, 386583467)",
267,"(386507874, 6689497073)","[(1.6914692, 41.3396158), (1.6914713, 41.3397731), (1.6914428, 41.3399747)]"
268,"(386507874, 386507733)","[(1.6914692, 41.3396158), (1.6915765, 41.3396848), (1.6916261, 41.3397112), (1.691669, 41.3397321)]"
269,"(386507898, 5031436308)",
270,"(386507898, 1650980454)","[(1.6908108, 41.3388275), (1.6906788, 41.3387726), (1.6903595, 41.3386163), (1.6898118, 41.3382605)]"
271,"(386507898, 386507859)","[(1.6908108, 41.3388275), (1.6908792, 41.338829), (1.690945, 41.3388429)]"
272,"(386508023, 1653465457)","[(1.6902573, 41.3477226), (1.6901882, 41.3479309), (1.6901579, 41.3480221), (1.689893, 41.3486834)]"
273,"(386508023, 2080093835)","[(1.6902573, 41.3477226), (1.690213, 41.3477063), (1.6901769, 41.3476809)]"
274,"(386508023, 386583601)","[(1.6902573, 41.3477226), (1.6903085, 41.3477285), (1.6903597, 41.3477222), (1.6904059, 41.3477045), (1.6904427, 41.3476771), (1.6904664, 41.3476425), (1.6904749, 41.347604), (1.6904673, 41.3475655)]"
275,"(386508032, 386507573)",
276,"(386508032, 2099886487)","[(1.6831042, 41.3349762), (1.6833302, 41.3350533), (1.6835434, 41.3350838), (1.6835819, 41.335082), (1.6837115, 41.3350758)]"
277,"(386508032, 478839527)","[(1.6831042, 41.3349762), (1.6831791, 41.335029), (1.6832205, 41.3351022), (1.6832211, 41.335168), (1.683173, 41.3352687), (1.6830998, 41.335332)]"
278,"(386508088, 2197593589)",
279,"(386508088, 1653464708)","[(1.6907399, 41.3422744), (1.6910844, 41.3426458), (1.6911519, 41.3427485), (1.6912031, 41.3428726), (1.6912867, 41.3431014), (1.6913958, 41.3433149), (1.6915683, 41.3435854)]"
280,"(386508088, 1653464647)","[(1.6907399, 41.3422744), (1.6906149, 41.3422912), (1.6905285, 41.3423218), (1.6903481, 41.3424381), (1.6898725, 41.3427366)]"
281,"(386508140, 1653464651)",
282,"(386508140, 2197593589)",
283,"(386508140, 1653464599)","[(1.6914437, 41.3422632), (1.6911921, 41.3417433), (1.6911589, 41.3416422), (1.6911298, 41.3414969)]"
284,"(386583457, 446285150)","[(1.6910594, 41.3389093), (1.6911264, 41.338851), (1.6917474, 41.3383107)]"
285,"(386583457, 386583459)","[(1.6910594, 41.3389093), (1.6911007, 41.3389667), (1.6911165, 41.3390309)]"
286,"(386583457, 386507859)","[(1.6910594, 41.3389093), (1.691008, 41.3388704), (1.690945, 41.3388429)]"
287,"(386583459, 446285158)","[(1.6911165, 41.3390309), (1.6915306, 41.3393158), (1.6917372, 41.339463), (1.6918791, 41.3395543)]"
288,"(386583459, 386583467)","[(1.6911165, 41.3390309), (1.6911025, 41.3391023), (1.691057, 41.339166), (1.6909855, 41.3392143), (1.6908965, 41.3392416)]"
289,"(386583459, 386583457)","[(1.6911165, 41.3390309), (1.6911007, 41.3389667), (1.6910594, 41.3389093)]"
290,"(386583467, 386507874)",
291,"(386583467, 386507580)","[(1.6908965, 41.3392416), (1.6908272, 41.3392463), (1.6907585, 41.339238)]"
292,"(386583467, 386583459)","[(1.6908965, 41.3392416), (1.6909855, 41.3392143), (1.691057, 41.339166), (1.6911025, 41.3391023), (1.6911165, 41.3390309)]"
293,"(386583473, 6689497072)",
294,"(386583473, 6689497073)",
295,"(386583473, 1653464599)","[(1.6914387, 41.3400041), (1.6913363, 41.340329), (1.6912522, 41.3408472), (1.6911542, 41.3413514), (1.6911298, 41.3414969)]"
296,"(386583476, 386507277)",
297,"(386583476, 386507755)",
298,"(386583476, 1839758438)","[(1.6920408, 41.3398319), (1.6920488, 41.3398371), (1.693902, 41.3410376)]"
299,"(386583494, 312213338)","[(1.6889487, 41.3342218), (1.6884782, 41.3342303), (1.6872549, 41.3342525), (1.6848518, 41.3343249), (1.6844496, 41.3343435), (1.6839498, 41.3343564), (1.6827542, 41.3343871), (1.6822791, 41.3344073), (1.6809473, 41.3344417), (1.6778811, 41.3343711)]"
300,"(386583494, 312213243)","[(1.6889487, 41.3342218), (1.6913468, 41.334145), (1.6956705, 41.334145), (1.697903, 41.3340885), (1.7001433, 41.3340039), (1.7004746, 41.3339914), (1.7010136, 41.3340042), (1.7014925, 41.3340409), (1.7024643, 41.3341843), (1.702982, 41.3342919), (1.7036471, 41.334509)]"
301,"(386583537, 2099886829)","[(1.7003231, 41.3579539), (1.7004021, 41.357701), (1.7004918, 41.3573474), (1.700533, 41.3571508), (1.7005716, 41.356924)]"
302,"(386583537, 2201745126)","[(1.7003231, 41.3579539), (1.7001667, 41.3582075), (1.7000306, 41.3583956), (1.6999465, 41.3584872), (1.6998563, 41.3585827), (1.6996258, 41.3588023), (1.6993817, 41.3590269), (1.6992827, 41.3591161), (1.6991911, 41.3591923), (1.6989191, 41.3593837), (1.6980992, 41.3599162), (1.6977311, 41.3601327), (1.6973643, 41.3603205), (1.6971907, 41.3604137), (1.6970841, 41.3604838), (1.6969899, 41.3605516), (1.6968957, 41.3606334), (1.6968158, 41.3607189), (1.6967306, 41.3608216), (1.6966377, 41.3609319), (1.6965448, 41.3610342), (1.696456, 41.3611174), (1.6963658, 41.3611915)]"
303,"(386583537, 2202919677)","[(1.7003231, 41.3579539), (1.7004301, 41.3578106), (1.700473, 41.3577595), (1.7005229, 41.3577098), (1.7005937, 41.3576533), (1.7006644, 41.3576008), (1.7008085, 41.3575079), (1.7011474, 41.3573083)]"
304,"(386583582, 2197595200)",
305,"(386583582, 8146575935)","[(1.7009027, 41.3536224), (1.7009808, 41.3533829), (1.7010642, 41.3531513), (1.7011364, 41.3530233)]"
306,"(386583582, 1653465830)","[(1.7009027, 41.3536224), (1.7008006, 41.3538737), (1.7007834, 41.3541909)]"
307,"(386583582, 1653465802)","[(1.7009027, 41.3536224), (1.7010208, 41.3536854), (1.7012738, 41.3539402)]"
308,"(386583582, 8564619799)","[(1.7009027, 41.3536224), (1.7007424, 41.3535044), (1.7002211, 41.3533635), (1.6999229, 41.3530633), (1.6996556, 41.3527449), (1.6994214, 41.3526322), (1.6993993, 41.3523984), (1.6994855, 41.3521297), (1.6995653, 41.352042), (1.6996688, 41.3519396), (1.6996724, 41.3518556)]"
309,"(386583596, 2099886713)","[(1.6905936, 41.3492549), (1.6908337, 41.3492862), (1.692521, 41.3494658), (1.6931422, 41.3495446), (1.6937506, 41.3496817)]"
310,"(386583596, 4559295959)","[(1.6905936, 41.3492549), (1.6904699, 41.3492413), (1.6902873, 41.3492014), (1.6901715, 41.3491914)]"
311,"(386583596, 4592735247)","[(1.6905936, 41.3492549), (1.6904685, 41.3492113), (1.6904172, 41.3491887), (1.690379, 41.3491589), (1.6903616, 41.3491427), (1.6902867, 41.3490708)]"
312,"(386583601, 386508023)","[(1.6904673, 41.3475655), (1.6904749, 41.347604), (1.6904664, 41.3476425), (1.6904427, 41.3476771), (1.6904059, 41.3477045), (1.6903597, 41.3477222), (1.6903085, 41.3477285), (1.6902573, 41.3477226)]"
313,"(386583601, 2080093833)","[(1.6904673, 41.3475655), (1.690451, 41.3475384), (1.6904268, 41.347515)]"
314,"(386583601, 2197594473)","[(1.6904673, 41.3475655), (1.6906225, 41.3475209), (1.6916957, 41.3469911)]"
315,"(386583604, 386583607)",
316,"(386583604, 1653465151)",
317,"(386583604, 2197594559)",
318,"(386583607, 1653465042)",
319,"(386583607, 386583604)",
320,"(386583607, 1653465142)",
321,"(386583625, 2197593877)",
322,"(386583625, 386507769)","[(1.6893115, 41.3456659), (1.6900234, 41.345847), (1.6903207, 41.3458906), (1.690593, 41.3459188), (1.6907076, 41.3459201)]"
323,"(386583625, 2197593856)","[(1.6893115, 41.3456659), (1.6889037, 41.3454396), (1.6888612, 41.3454057)]"
324,"(386583633, 386583777)",
325,"(386583633, 386583686)",
326,"(386583633, 478839474)","[(1.6878528, 41.3439325), (1.6878467, 41.3436931), (1.6878494, 41.3435673), (1.6878662, 41.343452), (1.687917, 41.3432659), (1.6879751, 41.3431334), (1.6880449, 41.343), (1.688107, 41.342881), (1.6882252, 41.3427305), (1.6883341, 41.3426089), (1.688478, 41.342475), (1.6889978, 41.3420508)]"
327,"(386583633, 8227534597)","[(1.6878528, 41.3439325), (1.6879245, 41.3442008), (1.6880103, 41.3444452), (1.6881577, 41.3447151)]"
328,"(386583640, 8227534596)","[(1.6871627, 41.3456231), (1.6869703, 41.3453299), (1.6868031, 41.3450642), (1.6867375, 41.3449603), (1.6866463, 41.3447331)]"
329,"(386583640, 386583668)","[(1.6871627, 41.3456231), (1.6869625, 41.3456012), (1.6862463, 41.3454583)]"
330,"(386583640, 386583677)","[(1.6871627, 41.3456231), (1.6873788, 41.3456331), (1.6875855, 41.3456291), (1.6880749, 41.3455968)]"
331,"(386583647, 386583651)",
332,"(386583647, 1653464689)","[(1.6842907, 41.3450458), (1.6841388, 41.345011), (1.6841201, 41.344999), (1.6841054, 41.3449835), (1.6840972, 41.3449666), (1.6840971, 41.3449453), (1.6841002, 41.344931), (1.684108, 41.3449184), (1.6858165, 41.3434141)]"
333,"(386583647, 386583662)","[(1.6842907, 41.3450458), (1.6844499, 41.3450924), (1.6850391, 41.3452162)]"
334,"(386583651, 386583647)",
335,"(386583651, 1653464689)",
336,"(386583651, 386583654)","[(1.6859958, 41.3434993), (1.6861159, 41.3435463), (1.6864283, 41.3436687)]"
337,"(386583654, 386583686)",
338,"(386583654, 386583674)","[(1.6864283, 41.3436687), (1.686445, 41.3440052), (1.6864609, 41.3441347), (1.6864789, 41.3442382), (1.686527, 41.3444361)]"
339,"(386583654, 386583651)","[(1.6864283, 41.3436687), (1.6861159, 41.3435463), (1.6859958, 41.3434993)]"
340,"(386583662, 386583671)",
341,"(386583662, 386583668)",
342,"(386583662, 386583647)","[(1.6850391, 41.3452162), (1.6844499, 41.3450924), (1.6842907, 41.3450458)]"
343,"(386583668, 386583671)",
344,"(386583668, 386583662)",
345,"(386583668, 386583640)","[(1.6862463, 41.3454583), (1.6869625, 41.3456012), (1.6871627, 41.3456231)]"
346,"(386583671, 386583662)",
347,"(386583671, 386583668)",
348,"(386583671, 386583674)",
349,"(386583674, 8227534596)",
350,"(386583674, 386583671)",
351,"(386583674, 386583654)","[(1.686527, 41.3444361), (1.6864789, 41.3442382), (1.6864609, 41.3441347), (1.686445, 41.3440052), (1.6864283, 41.3436687)]"
352,"(386583677, 386583686)","[(1.6880749, 41.3455968), (1.687575, 41.3450453), (1.6873877, 41.344747), (1.6873162, 41.3446068), (1.6872704, 41.344487), (1.6872246, 41.3443539), (1.6871671, 41.3440795), (1.6871392, 41.3438112)]"
353,"(386583677, 386583640)","[(1.6880749, 41.3455968), (1.6875855, 41.3456291), (1.6873788, 41.3456331), (1.6871627, 41.3456231)]"
354,"(386583677, 2197593877)","[(1.6880749, 41.3455968), (1.6884203, 41.3456008), (1.6887463, 41.3456248)]"
355,"(386583686, 386583633)",
356,"(386583686, 386583654)",
357,"(386583686, 386583677)","[(1.6871392, 41.3438112), (1.6871671, 41.3440795), (1.6872246, 41.3443539), (1.6872704, 41.344487), (1.6873162, 41.3446068), (1.6873877, 41.344747), (1.687575, 41.3450453), (1.6880749, 41.3455968)]"
358,"(386583689, 8333962799)",
359,"(386583689, 386583766)","[(1.6907714, 41.3454081), (1.6906989, 41.3454027), (1.6900907, 41.3453573), (1.6894854, 41.345141)]"
360,"(386583689, 386507288)","[(1.6907714, 41.3454081), (1.6907969, 41.3449982), (1.6908283, 41.3448978)]"
361,"(386583766, 8227534599)","[(1.6894854, 41.345141), (1.6892725, 41.3450078), (1.6892391, 41.3449869), (1.6891583, 41.3449306), (1.689122, 41.3449053), (1.689005, 41.3448115)]"
