,edgeid,coords
2424,"(2197593877, 2197593856)","[(1.6887463, 41.3456248), (1.6888154, 41.3455641), (1.6888555, 41.3454959), (1.6888612, 41.3454057)]"
2425,"(2197593890, 2197594048)","[(1.6879843, 41.3456606), (1.6879853, 41.3456884), (1.6879851, 41.3457024), (1.6883083, 41.3459572)]"
2426,"(2197593893, 2197594048)","[(1.6886144, 41.3456628), (1.6886129, 41.3456844), (1.6886132, 41.345699), (1.6886119, 41.3457277), (1.6886007, 41.3457734), (1.68832, 41.3459499), (1.6883083, 41.3459572)]"
2427,"(2197593916, 2197594248)","[(1.6872694, 41.3456962), (1.6872695, 41.3457205), (1.6872602, 41.3457324), (1.6871864, 41.3458361), (1.6871428, 41.3459692), (1.687159, 41.3461176), (1.6871631, 41.3461883)]"
2428,"(2197593918, 2197594158)","[(1.6873996, 41.3456971), (1.6873992, 41.3457205), (1.6874031, 41.3457326), (1.6874275, 41.3457699), (1.6877253, 41.3460124), (1.6877424, 41.3460427)]"
2429,"(2197593922, 2197593982)","[(1.6890294, 41.3456988), (1.6890282, 41.345718), (1.6890263, 41.3457345), (1.6890201, 41.345791)]"
2430,"(2197593982, 2197594338)","[(1.6890201, 41.345791), (1.6893129, 41.3460048), (1.6896828, 41.3462999), (1.6897083, 41.3463432)]"
2431,"(2197593982, 2197593922)","[(1.6890201, 41.345791), (1.6890263, 41.3457345), (1.6890282, 41.345718), (1.6890294, 41.3456988)]"
2432,"(2197593982, 2197594219)","[(1.6890201, 41.345791), (1.6890039, 41.3458237), (1.6889412, 41.3458638), (1.6884953, 41.346125)]"
2433,"(2197594015, 8333962800)",
2434,"(2197594015, 8333962802)",
2435,"(2197594015, 2080093833)","[(1.6908082, 41.3458995), (1.6907248, 41.3464744), (1.6905603, 41.3471318), (1.6904922, 41.3473376), (1.6904268, 41.347515)]"
2436,"(2197594048, 2197594219)",
2437,"(2197594048, 2197593893)","[(1.6883083, 41.3459572), (1.68832, 41.3459499), (1.6886007, 41.3457734), (1.6886119, 41.3457277), (1.6886132, 41.345699), (1.6886129, 41.3456844), (1.6886144, 41.3456628)]"
2438,"(2197594048, 2197594158)","[(1.6883083, 41.3459572), (1.6882167, 41.3460145), (1.6881447, 41.3460412), (1.6880211, 41.3460693), (1.687941, 41.346083), (1.68786, 41.3460754), (1.6877424, 41.3460427)]"
2439,"(2197594048, 2197593890)","[(1.6883083, 41.3459572), (1.6879851, 41.3457024), (1.6879853, 41.3456884), (1.6879843, 41.3456606)]"
2440,"(2197594082, 489649089)","[(1.6937489, 41.3459799), (1.6937796, 41.345974), (1.6938235, 41.3459745), (1.6938674, 41.3459859), (1.6939154, 41.3460174), (1.6939387, 41.3460553), (1.6939402, 41.3461003)]"
2441,"(2197594082, 489649106)","[(1.6937489, 41.3459799), (1.693715, 41.345892), (1.6934004, 41.345343)]"
2442,"(2197594082, 489649094)","[(1.6937489, 41.3459799), (1.6937018, 41.3460018), (1.6936696, 41.3460351), (1.6936576, 41.3460656)]"
2443,"(2197594158, 2197594048)","[(1.6877424, 41.3460427), (1.68786, 41.3460754), (1.687941, 41.346083), (1.6880211, 41.3460693), (1.6881447, 41.3460412), (1.6882167, 41.3460145), (1.6883083, 41.3459572)]"
2444,"(2197594158, 2197594258)","[(1.6877424, 41.3460427), (1.6876259, 41.3459795), (1.6875459, 41.3459438), (1.6874384, 41.3459354), (1.6873675, 41.3459643), (1.6873087, 41.3460229), (1.6872814, 41.3460799), (1.6873027, 41.3461469), (1.6873695, 41.3461941), (1.6874063, 41.3462035)]"
2445,"(2197594158, 2197593918)","[(1.6877424, 41.3460427), (1.6877253, 41.3460124), (1.6874275, 41.3457699), (1.6874031, 41.3457326), (1.6873992, 41.3457205), (1.6873996, 41.3456971)]"
2446,"(2197594219, 2197594048)",
2447,"(2197594219, 2197594258)","[(1.6884953, 41.346125), (1.6884811, 41.3461218), (1.6883808, 41.3460997), (1.6882542, 41.346099), (1.6882146, 41.346102), (1.688092, 41.346121), (1.6879248, 41.3461712), (1.6877586, 41.3462039), (1.6875763, 41.3462146), (1.6874465, 41.3462138), (1.6874063, 41.3462035)]"
2448,"(2197594219, 2197594338)","[(1.6884953, 41.346125), (1.6885967, 41.3461477), (1.688772, 41.3461956), (1.68885, 41.3462055), (1.6889858, 41.3462138), (1.6891489, 41.3462123), (1.6892685, 41.3462047), (1.689388, 41.3462192), (1.6894711, 41.3462412), (1.6895745, 41.3462808), (1.6897083, 41.3463432)]"
2449,"(2197594219, 2197593982)","[(1.6884953, 41.346125), (1.6889412, 41.3458638), (1.6890039, 41.3458237), (1.6890201, 41.345791)]"
2450,"(2197594219, 6726292336)","[(1.6884953, 41.346125), (1.6882741, 41.3462419), (1.6881737, 41.3463103), (1.6878312, 41.3465157), (1.6877173, 41.3465857)]"
2451,"(2197594248, 2197594296)",
2452,"(2197594248, 2197594258)","[(1.6871631, 41.3461883), (1.6872685, 41.3462043), (1.6873931, 41.3462134), (1.6874063, 41.3462035)]"
2453,"(2197594248, 2197593916)","[(1.6871631, 41.3461883), (1.687159, 41.3461176), (1.6871428, 41.3459692), (1.6871864, 41.3458361), (1.6872602, 41.3457324), (1.6872695, 41.3457205), (1.6872694, 41.3456962)]"
2454,"(2197594258, 2197594248)","[(1.6874063, 41.3462035), (1.6873931, 41.3462134), (1.6872685, 41.3462043), (1.6871631, 41.3461883)]"
2455,"(2197594258, 2197594158)","[(1.6874063, 41.3462035), (1.6873695, 41.3461941), (1.6873027, 41.3461469), (1.6872814, 41.3460799), (1.6873087, 41.3460229), (1.6873675, 41.3459643), (1.6874384, 41.3459354), (1.6875459, 41.3459438), (1.6876259, 41.3459795), (1.6877424, 41.3460427)]"
2456,"(2197594258, 2197594219)","[(1.6874063, 41.3462035), (1.6874465, 41.3462138), (1.6875763, 41.3462146), (1.6877586, 41.3462039), (1.6879248, 41.3461712), (1.688092, 41.346121), (1.6882146, 41.346102), (1.6882542, 41.346099), (1.6883808, 41.3460997), (1.6884811, 41.3461218), (1.6884953, 41.346125)]"
2457,"(2197594296, 2197594248)",
2458,"(2197594327, 4230330689)","[(1.6793072, 41.3463835), (1.6794519, 41.3462643), (1.6797006, 41.3460254)]"
2459,"(2197594327, 2199275642)","[(1.6793072, 41.3463835), (1.6791859, 41.3464041), (1.6791086, 41.3464315), (1.6789726, 41.3464584), (1.6787204, 41.346427), (1.678439, 41.3463653), (1.6774206, 41.3461932), (1.6768156, 41.3461001), (1.6765614, 41.3460975)]"
2460,"(2197594327, 5333051979)","[(1.6793072, 41.3463835), (1.6793119, 41.3463986), (1.6793881, 41.3464548), (1.6793969, 41.3465164), (1.6794057, 41.3465737), (1.6794146, 41.3466429), (1.679442, 41.3467291)]"
2461,"(2197594338, 2197593982)","[(1.6897083, 41.3463432), (1.6896828, 41.3462999), (1.6893129, 41.3460048), (1.6890201, 41.345791)]"
2462,"(2197594338, 2197594219)","[(1.6897083, 41.3463432), (1.6895745, 41.3462808), (1.6894711, 41.3462412), (1.689388, 41.3462192), (1.6892685, 41.3462047), (1.6891489, 41.3462123), (1.6889858, 41.3462138), (1.68885, 41.3462055), (1.688772, 41.3461956), (1.6885967, 41.3461477), (1.6884953, 41.346125)]"
2463,"(2197594338, 2197594365)","[(1.6897083, 41.3463432), (1.6900917, 41.3464394), (1.690374, 41.3465002), (1.6905172, 41.346512), (1.6905359, 41.3465125), (1.6905678, 41.346514)]"
2464,"(2197594342, 2197594558)","[(1.6856318, 41.3463976), (1.6861572, 41.3465401), (1.6863781, 41.3465872), (1.6864855, 41.3466602), (1.6864875, 41.3467165), (1.6865281, 41.3468291), (1.6865564, 41.3469098), (1.6866051, 41.3469858), (1.6866618, 41.3471045), (1.6867328, 41.3471654), (1.6867599, 41.3471844)]"
2465,"(2197594365, 2197594338)","[(1.6905678, 41.346514), (1.6905359, 41.3465125), (1.6905172, 41.346512), (1.690374, 41.3465002), (1.6900917, 41.3464394), (1.6897083, 41.3463432)]"
2466,"(2197594473, 1653465151)",
2467,"(2197594473, 386583601)","[(1.6916957, 41.3469911), (1.6906225, 41.3475209), (1.6904673, 41.3475655)]"
2468,"(2197594473, 8333962806)","[(1.6916957, 41.3469911), (1.6917666, 41.346958), (1.6924605, 41.3466039)]"
2469,"(2197594558, 2197594832)",
2470,"(2197594558, 2197594342)","[(1.6867599, 41.3471844), (1.6867328, 41.3471654), (1.6866618, 41.3471045), (1.6866051, 41.3469858), (1.6865564, 41.3469098), (1.6865281, 41.3468291), (1.6864875, 41.3467165), (1.6864855, 41.3466602), (1.6863781, 41.3465872), (1.6861572, 41.3465401), (1.6856318, 41.3463976)]"
2471,"(2197594558, 3923853930)","[(1.6867599, 41.3471844), (1.6868685, 41.3471288), (1.6869557, 41.3470847), (1.6871198, 41.3469676), (1.687284, 41.3468519), (1.687332, 41.3468224)]"
2472,"(2197594559, 386583604)",
2473,"(2197594559, 1653465142)",
2474,"(2197594559, 1653465196)",
2475,"(2197594576, 1653465151)",
2476,"(2197594576, 1653465204)",
2477,"(2197594576, 2197594722)",
2478,"(2197594722, 1653465196)",
2479,"(2197594722, 1653465241)",
2480,"(2197594722, 2197594576)",
2481,"(2197594726, 2197594734)",
2482,"(2197594726, 2197594734)","[(1.6847287, 41.3475691), (1.6847229, 41.3475091), (1.6847492, 41.3474608), (1.6847999, 41.3474267), (1.684863, 41.3474124), (1.6849147, 41.3474161), (1.6849694, 41.3474368), (1.6850092, 41.3474721), (1.6850271, 41.347514), (1.6850227, 41.3475578), (1.6850057, 41.3475874), (1.6849842, 41.3476068)]"
2483,"(2197594726, 2197594877)","[(1.6847287, 41.3475691), (1.6843611, 41.3475107), (1.6836935, 41.3473823), (1.6831199, 41.3472378), (1.6829396, 41.3471967), (1.6825869, 41.3471708), (1.6820986, 41.348071)]"
2484,"(2197594734, 2197594726)",
2485,"(2197594734, 2197594726)","[(1.6849842, 41.3476068), (1.6850057, 41.3475874), (1.6850227, 41.3475578), (1.6850271, 41.347514), (1.6850092, 41.3474721), (1.6849694, 41.3474368), (1.6849147, 41.3474161), (1.684863, 41.3474124), (1.6847999, 41.3474267), (1.6847492, 41.3474608), (1.6847229, 41.3475091), (1.6847287, 41.3475691)]"
2486,"(2197594734, 2197594832)","[(1.6849842, 41.3476068), (1.6852016, 41.3476452), (1.6861599, 41.3478844), (1.6862635, 41.3479138)]"
2487,"(2197594749, 1653465232)",
2488,"(2197594819, 2197594836)",
2489,"(2197594819, 2099886701)",
2490,"(2197594819, 2197594901)","[(1.6854995, 41.3478764), (1.6853164, 41.3478371), (1.6852536, 41.3478325), (1.6852313, 41.3478508), (1.6852394, 41.3478843), (1.6853973, 41.3481511)]"
2491,"(2197594827, 1653465241)",
2492,"(2197594827, 1653465232)",
2493,"(2197594827, 9690672215)","[(1.6909656, 41.3478931), (1.6909059, 41.3479192), (1.6906683, 41.3480434), (1.6905733, 41.348306), (1.6904144, 41.3486872)]"
2494,"(2197594832, 2197594834)",
2495,"(2197594832, 2197594558)",
2496,"(2197594832, 2197594734)","[(1.6862635, 41.3479138), (1.6861599, 41.3478844), (1.6852016, 41.3476452), (1.6849842, 41.3476068)]"
2497,"(2197594834, 2197594832)",
2498,"(2197594834, 3923748962)","[(1.6862945, 41.3479227), (1.6867577, 41.3481019), (1.6869173, 41.3481722)]"
2499,"(2197594834, 3923748961)","[(1.6862945, 41.3479227), (1.6862718, 41.3479528), (1.6861787, 41.3481089)]"
2500,"(2197594836, 2197594819)",
2501,"(2197594836, 2197594911)",
2502,"(2197594836, 2197594892)","[(1.6857516, 41.3479304), (1.6858839, 41.3479588), (1.6860116, 41.3480258), (1.6860947, 41.3481049)]"
2503,"(2197594877, 2197594879)",
2504,"(2197594877, 2197594726)","[(1.6820986, 41.348071), (1.6825869, 41.3471708), (1.6829396, 41.3471967), (1.6831199, 41.3472378), (1.6836935, 41.3473823), (1.6843611, 41.3475107), (1.6847287, 41.3475691)]"
2505,"(2197594877, 2197594901)","[(1.6820986, 41.348071), (1.6832872, 41.3480628), (1.6845799, 41.3480459), (1.6847873, 41.3480726), (1.6853973, 41.3481511)]"
2506,"(2197594879, 2197594877)",
2507,"(2197594879, 5333051978)","[(1.6819679, 41.3480713), (1.6819536, 41.3480262), (1.6819162, 41.3480058), (1.6818401, 41.3479877), (1.6817774, 41.3479686), (1.6817035, 41.347913), (1.6816548, 41.3478704), (1.6815646, 41.3477867), (1.681299, 41.3475281), (1.6809281, 41.347312), (1.6803687, 41.3469773), (1.6800607, 41.3468571), (1.679706, 41.3467506), (1.6796107, 41.3467444), (1.6795192, 41.3467398)]"
2508,"(2197594879, 5336947759)","[(1.6819679, 41.3480713), (1.6818513, 41.348072), (1.6812053, 41.3481026), (1.6808797, 41.348128), (1.6805808, 41.3481634), (1.6804246, 41.348194), (1.6802736, 41.3482407), (1.6800758, 41.3483135), (1.6796499, 41.3484911), (1.6787872, 41.3488241), (1.6785669, 41.3489296), (1.6784149, 41.3491034)]"
2509,"(2197594892, 2197594909)",
2510,"(2197594892, 3923748961)",
2511,"(2197594892, 2197594836)","[(1.6860947, 41.3481049), (1.6860116, 41.3480258), (1.6858839, 41.3479588), (1.6857516, 41.3479304)]"
2512,"(2197594901, 2099886701)",
2513,"(2197594901, 2197594877)","[(1.6853973, 41.3481511), (1.6847873, 41.3480726), (1.6845799, 41.3480459), (1.6832872, 41.3480628), (1.6820986, 41.348071)]"
2514,"(2197594901, 2197594819)","[(1.6853973, 41.3481511), (1.6852394, 41.3478843), (1.6852313, 41.3478508), (1.6852536, 41.3478325), (1.6853164, 41.3478371), (1.6854995, 41.3478764)]"
2515,"(2197594909, 2197594892)",
2516,"(2197594909, 2197594936)","[(1.6861462, 41.3482271), (1.6861595, 41.3482585), (1.6861891, 41.3483651)]"
2517,"(2197594909, 2197595036)","[(1.6861462, 41.3482271), (1.6864932, 41.3483752), (1.6871495, 41.3487087), (1.6872149, 41.3487441), (1.6872299, 41.3487523), (1.6875565, 41.3489292), (1.6876683, 41.3489615), (1.6877614, 41.3489733), (1.6878332, 41.3489467)]"
2518,"(2197594911, 2099886701)",
2519,"(2197594911, 2197594922)",
2520,"(2197594911, 2197594836)",
2521,"(2197594922, 2197594911)",
2522,"(2197594922, 2197594936)",
2523,"(2197594922, 2197594993)","[(1.6859803, 41.3482937), (1.6861759, 41.3484806), (1.6862106, 41.3485174)]"
2524,"(2197594936, 2197594922)",
2525,"(2197594936, 2197594909)","[(1.6861891, 41.3483651), (1.6861595, 41.3482585), (1.6861462, 41.3482271)]"
2526,"(2197594936, 2197594959)","[(1.6861891, 41.3483651), (1.6862467, 41.3483848), (1.6863562, 41.3484271)]"
2527,"(2197594959, 2197594993)","[(1.6863562, 41.3484271), (1.6862733, 41.3484444), (1.6862106, 41.3485174)]"
2528,"(2197594959, 2197594936)","[(1.6863562, 41.3484271), (1.6862467, 41.3483848), (1.6861891, 41.3483651)]"
2529,"(2197594959, 2197595076)","[(1.6863562, 41.3484271), (1.6866971, 41.3485825), (1.6867989, 41.3486402), (1.6871485, 41.3488384), (1.687301, 41.3489248), (1.6875442, 41.3490419), (1.6877793, 41.3490906), (1.6880072, 41.3491061)]"
2530,"(2197594988, 1653465457)",
2531,"(2197594988, 2080093835)","[(1.6895757, 41.3486849), (1.6896357, 41.3485292), (1.6898019, 41.3481215), (1.6899377, 41.3478674), (1.6900856, 41.3477168), (1.6901769, 41.3476809)]"
2532,"(2197594988, 2197595051)","[(1.6895757, 41.3486849), (1.6894817, 41.3487772), (1.6892952, 41.3488776), (1.6891331, 41.3489111), (1.688924, 41.3489405), (1.6885596, 41.3489917), (1.6884111, 41.3490319)]"
2533,"(2197594993, 2197594959)","[(1.6862106, 41.3485174), (1.6862733, 41.3484444), (1.6863562, 41.3484271)]"
2534,"(2197594993, 2099886720)","[(1.6862106, 41.3485174), (1.6866732, 41.3490978), (1.6871222, 41.3496484), (1.6873056, 41.34977), (1.6877774, 41.3499336)]"
2535,"(2197594993, 2197594922)","[(1.6862106, 41.3485174), (1.6861759, 41.3484806), (1.6859803, 41.3482937)]"
2536,"(2197595036, 2197594909)","[(1.6878332, 41.3489467), (1.6877614, 41.3489733), (1.6876683, 41.3489615), (1.6875565, 41.3489292), (1.6872299, 41.3487523), (1.6872149, 41.3487441), (1.6871495, 41.3487087), (1.6864932, 41.3483752), (1.6861462, 41.3482271)]"
2537,"(2197595036, 2197595076)","[(1.6878332, 41.3489467), (1.6879821, 41.3490314), (1.6880072, 41.3491061)]"
2538,"(2197595036, 3923832845)","[(1.6878332, 41.3489467), (1.6878044, 41.3489303), (1.6874218, 41.3486764), (1.6872363, 41.3485741)]"
2539,"(2197595051, 3923865960)","[(1.6884111, 41.3490319), (1.6876839, 41.3485583), (1.6876315, 41.3485278)]"
2540,"(2197595051, 2197595076)","[(1.6884111, 41.3490319), (1.688363, 41.349045), (1.6881765, 41.3490921), (1.6880245, 41.3491073), (1.6880072, 41.3491061)]"
2541,"(2197595051, 2197594988)","[(1.6884111, 41.3490319), (1.6885596, 41.3489917), (1.688924, 41.3489405), (1.6891331, 41.3489111), (1.6892952, 41.3488776), (1.6894817, 41.3487772), (1.6895757, 41.3486849)]"
2542,"(2197595076, 2197595036)","[(1.6880072, 41.3491061), (1.6879821, 41.3490314), (1.6878332, 41.3489467)]"
2543,"(2197595076, 2197595051)","[(1.6880072, 41.3491061), (1.6880245, 41.3491073), (1.6881765, 41.3490921), (1.688363, 41.349045), (1.6884111, 41.3490319)]"
2544,"(2197595076, 2197594959)","[(1.6880072, 41.3491061), (1.6877793, 41.3490906), (1.6875442, 41.3490419), (1.687301, 41.3489248), (1.6871485, 41.3488384), (1.6867989, 41.3486402), (1.6866971, 41.3485825), (1.6863562, 41.3484271)]"
2545,"(2197595200, 386583582)",
2546,"(2197595200, 2197595231)","[(1.7004273, 41.3535243), (1.7004029, 41.3536162), (1.7005154, 41.3539972), (1.7006319, 41.3543729), (1.7006306, 41.3544027), (1.7006152, 41.3544161), (1.7005884, 41.3544363), (1.7005781, 41.3544623), (1.7005845, 41.3544882), (1.7006088, 41.3545074), (1.7006434, 41.354518), (1.7006831, 41.3545209), (1.7007266, 41.3545161), (1.7007887, 41.3545035)]"
2547,"(2197595200, 8151643685)","[(1.7004273, 41.3535243), (1.7002104, 41.3534795), (1.7001157, 41.3534756), (1.6999672, 41.353516), (1.6989124, 41.3539523), (1.6986227, 41.3540211), (1.6985365, 41.3542281), (1.6979668, 41.3544538)]"
2548,"(2197595231, 1653465838)",
2549,"(2197595231, 1653465830)","[(1.7007887, 41.3545035), (1.7007848, 41.3544418), (1.7007834, 41.3541909)]"
2550,"(2197595231, 2197595200)","[(1.7007887, 41.3545035), (1.7007266, 41.3545161), (1.7006831, 41.3545209), (1.7006434, 41.354518), (1.7006088, 41.3545074), (1.7005845, 41.3544882), (1.7005781, 41.3544623), (1.7005884, 41.3544363), (1.7006152, 41.3544161), (1.7006306, 41.3544027), (1.7006319, 41.3543729), (1.7005154, 41.3539972), (1.7004029, 41.3536162), (1.7004273, 41.3535243)]"
2551,"(2197678595, 1653465671)",
2552,"(2197678595, 3190917753)",
2553,"(2197678595, 2197678602)","[(1.7092203, 41.3490484), (1.7096706, 41.348831), (1.7103797, 41.3484767), (1.7104396, 41.3484241), (1.7104811, 41.3483742)]"
2554,"(2197678595, 2652640624)","[(1.7092203, 41.3490484), (1.7083599, 41.3494675), (1.7081324, 41.3495878)]"
2555,"(2197678602, 312212982)",
2556,"(2197678602, 2108953715)",
2557,"(2197678602, 2197678595)","[(1.7104811, 41.3483742), (1.7104396, 41.3484241), (1.7103797, 41.3484767), (1.7096706, 41.348831), (1.7092203, 41.3490484)]"
2558,"(2197678603, 312212986)",
2559,"(2197678603, 4560845756)","[(1.710991, 41.3481464), (1.7109188, 41.348194), (1.7108797, 41.3482096), (1.7108207, 41.3482346)]"
2560,"(2197678603, 367878648)","[(1.710991, 41.3481464), (1.7110882, 41.3481575), (1.71128, 41.3481547), (1.7114767, 41.3481888), (1.7120879, 41.3483301), (1.7130373, 41.3485387), (1.713143, 41.3485821), (1.7132316, 41.3486412), (1.7132635, 41.3486947), (1.7132857, 41.3487972), (1.7132758, 41.3488461), (1.7132525, 41.3488978), (1.7132131, 41.3489504), (1.7131403, 41.3490326)]"
2561,"(2197678641, 1653465590)","[(1.7071571, 41.3495628), (1.7070916, 41.3495436), (1.7065052, 41.3496516), (1.7060773, 41.3496995), (1.7055653, 41.3496859)]"
2562,"(2197678641, 1653465654)","[(1.7071571, 41.3495628), (1.7073319, 41.3497856), (1.7074013, 41.3498788), (1.7073862, 41.3499705), (1.7072391, 41.3500409), (1.7070989, 41.350108)]"
2563,"(2197678641, 1653465335)","[(1.7071571, 41.3495628), (1.7072106, 41.3494949), (1.7072147, 41.3494461), (1.7070825, 41.3493332), (1.7069606, 41.3492233), (1.7068447, 41.3490753), (1.7066496, 41.3488113), (1.7065276, 41.3486358), (1.7063407, 41.3484341)]"
2564,"(2197678657, 2201745003)","[(1.7122659, 41.3498662), (1.7123849, 41.35), (1.7125627, 41.3501998), (1.7127831, 41.3504665)]"
2565,"(2197678657, 2197678665)","[(1.7122659, 41.3498662), (1.7122208, 41.3498856), (1.7121705, 41.3498956)]"
2566,"(2197678657, 5031515424)","[(1.7122659, 41.3498662), (1.7123043, 41.3498368), (1.7123305, 41.3498006), (1.7123424, 41.3497604), (1.7123392, 41.3497192), (1.7123209, 41.3496804), (1.7122891, 41.3496468)]"
2567,"(2197678665, 312212899)","[(1.7121705, 41.3498956), (1.7121132, 41.3498948), (1.7120585, 41.3498816), (1.7120113, 41.3498572)]"
2568,"(2197678665, 2197678657)","[(1.7121705, 41.3498956), (1.7122208, 41.3498856), (1.7122659, 41.3498662)]"
2569,"(2197678665, 2197678704)","[(1.7121705, 41.3498956), (1.7121532, 41.3499708), (1.7121047, 41.3500257), (1.7114089, 41.3505498), (1.7108913, 41.3509232)]"
2570,"(2197678678, 1653465657)",
2571,"(2197678678, 9690718924)",
2572,"(2197678678, 2197678683)",
2573,"(2197678678, 1653465594)","[(1.6959177, 41.3500695), (1.69563, 41.3500094), (1.6941467, 41.3496753)]"
2574,"(2197678683, 9690718923)",
2575,"(2197678683, 1653465667)",
2576,"(2197678683, 2197678689)",
2577,"(2197678683, 2197678678)",
2578,"(2197678689, 2197678707)",
2579,"(2197678689, 2197678683)",
2580,"(2197678689, 1653465676)",
2581,"(2197678689, 395310336)",
2582,"(2197678704, 2197678824)",
2583,"(2197678704, 2197678885)","[(1.7108913, 41.3509232), (1.7103426, 41.3513191), (1.7101131, 41.351494), (1.7100366, 41.3515776), (1.7100209, 41.3516611), (1.710053, 41.3517231), (1.7106965, 41.3524999), (1.71122, 41.3531173), (1.7117217, 41.353733)]"
2584,"(2197678704, 2197678665)","[(1.7108913, 41.3509232), (1.7114089, 41.3505498), (1.7121047, 41.3500257), (1.7121532, 41.3499708), (1.7121705, 41.3498956)]"
2585,"(2197678707, 2197678689)",
2586,"(2197678707, 395310337)","[(1.6997902, 41.3509449), (1.6996839, 41.3508035), (1.6995017, 41.3501771), (1.699446, 41.3499854)]"
2587,"(2197678707, 395310361)","[(1.6997902, 41.3509449), (1.699858, 41.3509538), (1.6999606, 41.3509674), (1.7005283, 41.3508092), (1.7006378, 41.3507847)]"
2588,"(2197678708, 6731649530)","[(1.7057514, 41.3509084), (1.7058344, 41.3510197), (1.7058999, 41.3510745), (1.7060563, 41.3512687), (1.7063568, 41.3514778)]"
2589,"(2197678708, 369254704)","[(1.7057514, 41.3509084), (1.7057497, 41.3509454), (1.7057318, 41.3509798), (1.7056998, 41.351008)]"
2590,"(2197678708, 369254672)","[(1.7057514, 41.3509084), (1.705733, 41.3508678), (1.7056955, 41.3508355), (1.7056445, 41.3508164)]"
2591,"(2197678750, 386585867)",
2592,"(2197678750, 2803211528)","[(1.7009233, 41.3513137), (1.7008781, 41.3513694), (1.7009313, 41.3516058), (1.7010277, 41.3520652), (1.7010437, 41.3521375)]"
2593,"(2197678750, 1653465728)","[(1.7009233, 41.3513137), (1.7010918, 41.3513484), (1.7016065, 41.3514525)]"
2594,"(2197678805, 1653465747)",
2595,"(2197678805, 1653465775)",
2596,"(2197678805, 1653465756)","[(1.7078775, 41.3524464), (1.7078315, 41.3524544), (1.7077051, 41.3524197), (1.7071742, 41.3520525)]"
2597,"(2197678817, 2803211528)","[(1.7010388, 41.3526541), (1.7011031, 41.3526146), (1.7011342, 41.3525521), (1.7010821, 41.3522925), (1.7010437, 41.3521375)]"
2598,"(2197678817, 2803211526)","[(1.7010388, 41.3526541), (1.7009874, 41.3524211), (1.7009516, 41.352259), (1.7009297, 41.3521808)]"
2599,"(2197678817, 8146575934)","[(1.7010388, 41.3526541), (1.701058, 41.3527409), (1.7011122, 41.3529047)]"
2600,"(2197678824, 2197678704)",
2601,"(2197678824, 2197678826)","[(1.7124985, 41.3527161), (1.7125594, 41.3526902), (1.7126589, 41.3526844), (1.7127222, 41.3527018), (1.7127484, 41.3527186)]"
2602,"(2197678824, 2197678858)","[(1.7124985, 41.3527161), (1.7124505, 41.3527606), (1.712428, 41.3528272), (1.7124381, 41.352876), (1.7124598, 41.3529095), (1.7125299, 41.3529583), (1.7125644, 41.3529648)]"
2603,"(2197678826, 2201745003)","[(1.7127484, 41.3527186), (1.7130699, 41.3523825), (1.7132617, 41.3521628), (1.7133355, 41.351956), (1.7133185, 41.3517394), (1.7132913, 41.3516383), (1.7132396, 41.3515342), (1.7130453, 41.3512544), (1.7129617, 41.3510163), (1.7129256, 41.3508966), (1.7129057, 41.3507464), (1.712879, 41.3506512), (1.7128402, 41.350553), (1.7127831, 41.3504665)]"
2604,"(2197678826, 2197678858)","[(1.7127484, 41.3527186), (1.7127759, 41.3527361), (1.7127972, 41.3527602), (1.7128184, 41.3528103), (1.7128151, 41.3528619), (1.7127855, 41.3529126), (1.7127412, 41.3529471), (1.7126515, 41.3529749), (1.7126251, 41.3529763), (1.7125644, 41.3529648)]"
2605,"(2197678826, 2197678824)","[(1.7127484, 41.3527186), (1.7127222, 41.3527018), (1.7126589, 41.3526844), (1.7125594, 41.3526902), (1.7124985, 41.3527161)]"
2606,"(2197678858, 2197678878)","[(1.7125644, 41.3529648), (1.7124623, 41.3532191), (1.712391, 41.3535128), (1.7123823, 41.3536394)]"
2607,"(2197678858, 2197678824)","[(1.7125644, 41.3529648), (1.7125299, 41.3529583), (1.7124598, 41.3529095), (1.7124381, 41.352876), (1.712428, 41.3528272), (1.7124505, 41.3527606), (1.7124985, 41.3527161)]"
2608,"(2197678858, 2197678826)","[(1.7125644, 41.3529648), (1.7126251, 41.3529763), (1.7126515, 41.3529749), (1.7127412, 41.3529471), (1.7127855, 41.3529126), (1.7128151, 41.3528619), (1.7128184, 41.3528103), (1.7127972, 41.3527602), (1.7127759, 41.3527361), (1.7127484, 41.3527186)]"
2609,"(2197678878, 2197678927)","[(1.7123823, 41.3536394), (1.7124136, 41.3538496), (1.7124136, 41.3539919), (1.7123805, 41.3541068), (1.7123092, 41.3542203), (1.7122553, 41.354296), (1.7121979, 41.3543378), (1.7115782, 41.3546478)]"
2610,"(2197678878, 2197678858)","[(1.7123823, 41.3536394), (1.712391, 41.3535128), (1.7124623, 41.3532191), (1.7125644, 41.3529648)]"
2611,"(2197678878, 2197678885)","[(1.7123823, 41.3536394), (1.7123025, 41.3537069), (1.712233, 41.3537565), (1.7121617, 41.3537826), (1.712026, 41.3538074), (1.7119321, 41.3538074), (1.7118678, 41.353797), (1.7118052, 41.3537722), (1.7117217, 41.353733)]"
