,lat,lon,value,node,edge,ndist,edist
63,41.5549,2.0002,0.48626110759022184,369,"(302023505, 302001384)",8.835983223818587,0.00010331134381938879
64,41.5549,2.0095,0.5592264642413372,2077,"(473092688, 473092694)",21.559998127162128,0.00017065931161629378
65,41.5549,2.0188,0.6048213090873676,2062,"(473092650, 473092660)",65.25951735666958,0.00040044307127851505
66,41.5549,2.0281,0.41456118958576144,3241,"(1552188217, 1552258519)",32.04487381642629,0.00017426737610516305
67,41.5549,2.0374,0.37452400242525224,670,"(305775569, 306033169)",9.091802819687304,1.6784465969689927e-06
68,41.5549,2.0467,0.22257825089554645,650,"(305775544, 305899401)",156.81687956616508,0.0014706576556059291
69,41.5549,2.056,0.09170691749013826,661,"(305955934, 305955915)",96.66755310470523,0.0005998855588135883
70,41.5474,1.9723,0.04696828442440815,3075,"(1378529798, 1604894830)",519.0785902205802,0.0018814836937914611
71,41.5474,1.9816,0.11391168020432862,3074,"(1378529798, 1604894830)",169.73433652451257,0.0057447287394621115
72,41.5474,1.9909,0.1557628462236909,3040,"(1378506734, 1378506818)",98.56750739462576,0.0009062264261929665
73,41.5474,2.0002,0.29770930554807223,3048,"(1378507041, 1378507147)",36.89611361898061,8.988568938639439e-05
74,41.5474,2.0095,0.3201737837800569,329,"(301784942, 301983927)",79.95440926461796,1.1334583946820564e-05
75,41.5474,2.0188,0.3489872123502212,2152,"(473501296, 473501310)",33.56022756983832,7.291896721899082e-05
76,41.5474,2.0281,0.24248307920793655,1070,"(310301510, 312413953)",33.681982334917656,0.00018092095602447418
77,41.5474,2.0374,0.24041626751294815,1123,"(282873900, 306472777)",53.96535091233113,0.0005352008584271534
78,41.5474,2.0467,0.16685625477674634,3281,"(1559534354, 1559534423)",404.54806614520226,0.0020616942595845533
79,41.5474,2.056,0.06330930337622469,700,"(252565100, 667214699)",573.1360255835936,0.005120014941428347
80,41.5399,1.9723,0.022662208112861102,3343,"(1378529798, 1604894830)",28.65864997141431,0.00025799420535659463
81,41.5399,1.9816,0.057164401535109696,3062,"(1378529798, 1604894830)",185.81350379008762,0.009183981412219652
82,41.5399,1.9909,0.09346578161934364,2873,"(1163558149, 1163558225)",68.69699123668187,0.0003948424938971542
83,41.5399,2.0002,0.11726891262950889,3364,"(1789787872, 1789788263)",191.4930473827295,0.0019877154348651445
84,41.5399,2.0095,0.1580721486921223,3362,"(1378505711, 1788836753)",429.4966569961421,0.0016540563159252522
85,41.5399,2.0188,0.18958561587784917,3361,"(475092931, 1385324076)",221.63066138563735,0.0003150216817934666
86,41.5399,2.0281,0.12108187699296115,3289,"(1385323744, 1385323598)",155.289857039959,0.0020495521709360713
87,41.5399,2.0374,0.08077210095863051,2694,"(1105456797, 2287093707)",40.473159457503634,0.0003453409059318104
88,41.5399,2.0467,0.06192571777572392,2729,"(1105499690, 1105457681)",39.804242532384066,0.00040184983255935736
89,41.5399,2.056,0.026478394418596247,2491,"(306472690, 667214699)",302.6989853122823,0.0022368590679789735
